Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Spain,Labour Costs,2006-03-31T00:00:00,84.8,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2006-06-30T00:00:00,88.7,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2006-09-30T00:00:00,84.8,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2006-12-31T00:00:00,92.9,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2007-03-31T00:00:00,88.2,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2007-06-30T00:00:00,92.1,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2007-09-30T00:00:00,88.3,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2007-12-31T00:00:00,96.8,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2008-03-31T00:00:00,92.2,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2008-06-30T00:00:00,96.5,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2008-09-30T00:00:00,92.5,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2008-12-31T00:00:00,101.7,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2009-03-31T00:00:00,96.1,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2009-06-30T00:00:00,100.3,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2009-09-30T00:00:00,95.6,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2009-12-31T00:00:00,104.3,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2010-03-31T00:00:00,97.1,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2010-06-30T00:00:00,101.5,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2010-09-30T00:00:00,95.3,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2010-12-31T00:00:00,104,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2011-03-31T00:00:00,97.9,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2011-06-30T00:00:00,102.3,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2011-09-30T00:00:00,96.7,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2011-12-31T00:00:00,105.7,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2012-03-31T00:00:00,99,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2012-06-30T00:00:00,102,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2012-09-30T00:00:00,96.7,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2012-12-31T00:00:00,102.3,Quarterly,SPAINLABCOS,2015-11-11T18:07:00
Spain,Labour Costs,2013-03-31T00:00:00,97.6,Quarterly,SPAINLABCOS,2018-02-14T14:04:00
Spain,Labour Costs,2013-06-30T00:00:00,101.7,Quarterly,SPAINLABCOS,2018-02-14T14:04:00
Spain,Labour Costs,2013-09-30T00:00:00,96.9,Quarterly,SPAINLABCOS,2018-02-14T14:05:00
Spain,Labour Costs,2013-12-31T00:00:00,104.4,Quarterly,SPAINLABCOS,2018-02-14T14:05:00
Spain,Labour Costs,2014-03-31T00:00:00,97.4,Quarterly,SPAINLABCOS,2018-02-14T14:05:00
Spain,Labour Costs,2014-06-30T00:00:00,101.6,Quarterly,SPAINLABCOS,2018-02-14T14:05:00
Spain,Labour Costs,2014-09-30T00:00:00,96.5,Quarterly,SPAINLABCOS,2018-02-14T14:06:00
Spain,Labour Costs,2014-12-31T00:00:00,103.9,Quarterly,SPAINLABCOS,2018-02-14T14:06:00
Spain,Labour Costs,2015-03-31T00:00:00,97.9,Quarterly,SPAINLABCOS,2018-02-14T14:06:00
Spain,Labour Costs,2015-06-30T00:00:00,102,Quarterly,SPAINLABCOS,2018-02-14T14:06:00
Spain,Labour Costs,2015-09-30T00:00:00,96.7,Quarterly,SPAINLABCOS,2018-02-14T14:06:00
Spain,Labour Costs,2015-12-31T00:00:00,105.2,Quarterly,SPAINLABCOS,2018-02-14T14:06:00
Spain,Labour Costs,2016-03-31T00:00:00,97.7,Quarterly,SPAINLABCOS,2018-02-14T14:07:00
Spain,Labour Costs,2016-06-30T00:00:00,101.9,Quarterly,SPAINLABCOS,2018-02-14T14:07:00
Spain,Labour Costs,2016-09-30T00:00:00,96.2,Quarterly,SPAINLABCOS,2018-02-14T14:07:00
Spain,Labour Costs,2016-12-31T00:00:00,104.3,Quarterly,SPAINLABCOS,2018-02-14T14:07:00
Spain,Labour Costs,2017-03-31T00:00:00,97.7,Quarterly,SPAINLABCOS,2018-02-14T14:07:00
Spain,Labour Costs,2017-06-30T00:00:00,101.7,Quarterly,SPAINLABCOS,2018-02-14T14:08:00
Spain,Labour Costs,2017-09-30T00:00:00,96.6,Quarterly,SPAINLABCOS,2018-02-14T14:08:00
Spain,Labour Costs,2017-12-31T00:00:00,105.1,Quarterly,SPAINLABCOS,2018-03-22T14:35:00
Spain,Labour Costs,2018-03-31T00:00:00,98.3,Quarterly,SPAINLABCOS,2018-07-24T17:00:00
